full_name,hrr,batting_position,team_id,team_name,game_id
Marcus Semien,1.0,100,140,Texas Rangers,778341
Josh Jung,3.0,600,140,Texas Rangers,778341
Ezequiel Duran,0.0,401,140,Texas Rangers,778341
Josh Smith,3.0,300,140,Texas Rangers,778341
Kevin Pillar,0.0,201,140,Texas Rangers,778341
Adolis García,2.0,400,140,Texas Rangers,778341
Donovan Solano,0.0,601,136,Seattle Mariners,778334
Randy Arozarena,1.0,400,136,Seattle Mariners,778334
J.P. Crawford,0.0,900,136,Seattle Mariners,778334
Rowdy Tellez,0.0,600,136,Seattle Mariners,778334
Cal Raleigh,4.0,300,136,Seattle Mariners,778334
Miles Mastrobuoni,1.0,700,136,Seattle Mariners,778334
Dylan Moore,0.0,800,136,Seattle Mariners,778334
Mitch Garver,1.0,201,136,Seattle Mariners,778334
Julio Rodríguez,3.0,100,136,Seattle Mariners,778334
Jorge Polanco,2.0,200,136,Seattle Mariners,778334
Luke Raley,0.0,500,136,Seattle Mariners,778334
Jake Burger,1.0,700,140,Texas Rangers,778334
Leody Taveras,0.0,900,140,Texas Rangers,778334
Joc Pederson,0.0,100,140,Texas Rangers,778334
Corey Seager,1.0,200,140,Texas Rangers,778334
Dustin Harris,3.0,600,140,Texas Rangers,778334
Josh Jung,0.0,500,140,Texas Rangers,778334
Kyle Higashioka,0.0,800,140,Texas Rangers,778334
Josh Smith,1.0,300,140,Texas Rangers,778334
Adolis García,0.0,400,140,Texas Rangers,778334
Elly De La Cruz,2.0,300,113,Cincinnati Reds,778316
Jake Fraley,3.0,800,113,Cincinnati Reds,778316
Matt McLain,3.0,200,113,Cincinnati Reds,778316
TJ Friedl,0.0,100,113,Cincinnati Reds,778316
Jeimer Candelario,0.0,600,113,Cincinnati Reds,778316
Austin Hays,7.0,500,113,Cincinnati Reds,778316
Blake Dunn,0.0,401,113,Cincinnati Reds,778316
Jose Trevino,3.0,900,113,Cincinnati Reds,778316
Gavin Lux,7.0,400,113,Cincinnati Reds,778316
Christian Encarnacion-Strand,0.0,700,113,Cincinnati Reds,778316
Donovan Solano,0.0,600,136,Seattle Mariners,778316
Randy Arozarena,1.0,400,136,Seattle Mariners,778316
J.P. Crawford,2.0,900,136,Seattle Mariners,778316
Cal Raleigh,0.0,300,136,Seattle Mariners,778316
Miles Mastrobuoni,0.0,701,136,Seattle Mariners,778316
Dylan Moore,9.0,100,136,Seattle Mariners,778316
Mitch Garver,0.0,500,136,Seattle Mariners,778316
Leo Rivas,0.0,700,136,Seattle Mariners,778316
Julio Rodríguez,0.0,200,136,Seattle Mariners,778316
Ben Williamson,2.0,800,136,Seattle Mariners,778316
Luke Raley,0.0,801,136,Seattle Mariners,778316
Elly De La Cruz,1.0,300,113,Cincinnati Reds,778304
Jake Fraley,0.0,800,113,Cincinnati Reds,778304
Matt McLain,1.0,200,113,Cincinnati Reds,778304
TJ Friedl,2.0,100,113,Cincinnati Reds,778304
Austin Hays,1.0,400,113,Cincinnati Reds,778304
Santiago Espinal,0.0,501,113,Cincinnati Reds,778304
Spencer Steer,2.0,600,113,Cincinnati Reds,778304
Jose Trevino,3.0,900,113,Cincinnati Reds,778304
Gavin Lux,2.0,500,113,Cincinnati Reds,778304
Christian Encarnacion-Strand,4.0,700,113,Cincinnati Reds,778304
Randy Arozarena,3.0,400,136,Seattle Mariners,778304
J.P. Crawford,3.0,900,136,Seattle Mariners,778304
Rowdy Tellez,0.0,600,136,Seattle Mariners,778304
Cal Raleigh,6.0,300,136,Seattle Mariners,778304
Dylan Moore,4.0,700,136,Seattle Mariners,778304
Mitch Garver,0.0,201,136,Seattle Mariners,778304
Julio Rodríguez,1.0,100,136,Seattle Mariners,778304
Ben Williamson,2.0,800,136,Seattle Mariners,778304
Jorge Polanco,1.0,200,136,Seattle Mariners,778304
Luke Raley,0.0,500,136,Seattle Mariners,778304
Elly De La Cruz,3.0,300,113,Cincinnati Reds,778285
Austin Wynns,0.0,900,113,Cincinnati Reds,778285
Jake Fraley,8.0,800,113,Cincinnati Reds,778285
Noelvi Marte,0.0,501,113,Cincinnati Reds,778285
Matt McLain,0.0,901,113,Cincinnati Reds,778285
TJ Friedl,3.0,100,113,Cincinnati Reds,778285
Jeimer Candelario,1.0,600,113,Cincinnati Reds,778285
Austin Hays,4.0,400,113,Cincinnati Reds,778285
Santiago Espinal,0.0,200,113,Cincinnati Reds,778285
Blake Dunn,2.0,700,113,Cincinnati Reds,778285
Jose Trevino,0.0,201,113,Cincinnati Reds,778285
Gavin Lux,3.0,500,113,Cincinnati Reds,778285
Donovan Solano,1.0,501,136,Seattle Mariners,778285
Randy Arozarena,7.0,400,136,Seattle Mariners,778285
J.P. Crawford,4.0,900,136,Seattle Mariners,778285
Rowdy Tellez,1.0,600,136,Seattle Mariners,778285
Cal Raleigh,5.0,300,136,Seattle Mariners,778285
Miles Mastrobuoni,1.0,800,136,Seattle Mariners,778285
Dylan Moore,3.0,700,136,Seattle Mariners,778285
Mitch Garver,1.0,201,136,Seattle Mariners,778285
Julio Rodríguez,3.0,100,136,Seattle Mariners,778285
Ben Williamson,2.0,601,136,Seattle Mariners,778285
Jorge Polanco,3.0,200,136,Seattle Mariners,778285
Luke Raley,4.0,500,136,Seattle Mariners,778285
Bo Bichette,2.0,100,141,Toronto Blue Jays,778273
Anthony Santander,2.0,300,141,Toronto Blue Jays,778273
Ernie Clement,0.0,801,141,Toronto Blue Jays,778273
Andrés Giménez,0.0,400,141,Toronto Blue Jays,778273
Will Wagner,2.0,800,141,Toronto Blue Jays,778273
Alan Roden,1.0,900,141,Toronto Blue Jays,778273
Addison Barger,0.0,600,141,Toronto Blue Jays,778273
George Springer,4.0,500,141,Toronto Blue Jays,778273
Vladimir Guerrero Jr.,0.0,200,141,Toronto Blue Jays,778273
Myles Straw,0.0,601,141,Toronto Blue Jays,778273
Alejandro Kirk,2.0,700,141,Toronto Blue Jays,778273
Donovan Solano,0.0,601,136,Seattle Mariners,778273
Randy Arozarena,0.0,400,136,Seattle Mariners,778273
J.P. Crawford,0.0,900,136,Seattle Mariners,778273
Rowdy Tellez,3.0,600,136,Seattle Mariners,778273
Cal Raleigh,1.0,300,136,Seattle Mariners,778273
Miles Mastrobuoni,1.0,700,136,Seattle Mariners,778273
Dylan Moore,0.0,501,136,Seattle Mariners,778273
Leo Rivas,0.0,701,136,Seattle Mariners,778273
Julio Rodríguez,0.0,100,136,Seattle Mariners,778273
Ben Williamson,0.0,800,136,Seattle Mariners,778273
Jorge Polanco,1.0,200,136,Seattle Mariners,778273
Luke Raley,1.0,500,136,Seattle Mariners,778273
Bo Bichette,3.0,100,141,Toronto Blue Jays,778258
Anthony Santander,3.0,300,141,Toronto Blue Jays,778258
Ernie Clement,4.0,800,141,Toronto Blue Jays,778258
Andrés Giménez,4.0,400,141,Toronto Blue Jays,778258
Alan Roden,0.0,700,141,Toronto Blue Jays,778258
Nathan Lukes,0.0,902,141,Toronto Blue Jays,778258
Addison Barger,0.0,901,141,Toronto Blue Jays,778258
George Springer,1.0,500,141,Toronto Blue Jays,778258
Vladimir Guerrero Jr.,3.0,200,141,Toronto Blue Jays,778258
Myles Straw,0.0,900,141,Toronto Blue Jays,778258
Alejandro Kirk,2.0,600,141,Toronto Blue Jays,778258
Randy Arozarena,3.0,400,136,Seattle Mariners,778258
J.P. Crawford,3.0,900,136,Seattle Mariners,778258
Rowdy Tellez,6.0,600,136,Seattle Mariners,778258
Cal Raleigh,5.0,300,136,Seattle Mariners,778258
Miles Mastrobuoni,0.0,100,136,Seattle Mariners,778258
Dylan Moore,1.0,700,136,Seattle Mariners,778258
Mitch Garver,1.0,201,136,Seattle Mariners,778258
Leo Rivas,0.0,202,136,Seattle Mariners,778258
Julio Rodríguez,1.0,101,136,Seattle Mariners,778258
Ben Williamson,5.0,800,136,Seattle Mariners,778258
Jorge Polanco,0.0,200,136,Seattle Mariners,778258
Luke Raley,1.0,500,136,Seattle Mariners,778258
Bo Bichette,3.0,100,141,Toronto Blue Jays,778241
Anthony Santander,0.0,300,141,Toronto Blue Jays,778241
Ernie Clement,0.0,701,141,Toronto Blue Jays,778241
Andrés Giménez,0.0,400,141,Toronto Blue Jays,778241
Will Wagner,2.0,700,141,Toronto Blue Jays,778241
Nathan Lukes,2.0,900,141,Toronto Blue Jays,778241
Addison Barger,2.0,600,141,Toronto Blue Jays,778241
George Springer,2.0,500,141,Toronto Blue Jays,778241
Tyler Heineman,4.0,800,141,Toronto Blue Jays,778241
Vladimir Guerrero Jr.,2.0,200,141,Toronto Blue Jays,778241
Myles Straw,0.0,601,141,Toronto Blue Jays,778241
Donovan Solano,1.0,600,136,Seattle Mariners,778241
Randy Arozarena,3.0,400,136,Seattle Mariners,778241
Rowdy Tellez,4.0,601,136,Seattle Mariners,778241
Cal Raleigh,4.0,300,136,Seattle Mariners,778241
Dylan Moore,4.0,100,136,Seattle Mariners,778241
Mitch Garver,4.0,500,136,Seattle Mariners,778241
Leo Rivas,3.0,900,136,Seattle Mariners,778241
Julio Rodríguez,3.0,200,136,Seattle Mariners,778241
Ben Williamson,1.0,800,136,Seattle Mariners,778241
Luke Raley,1.0,700,136,Seattle Mariners,778241
Alex Bregman,5.0,300,111,Boston Red Sox,778224
Trevor Story,0.0,400,111,Boston Red Sox,778224
Wilyer Abreu,4.0,500,111,Boston Red Sox,778224
Kristian Campbell,1.0,600,111,Boston Red Sox,778224
Rafael Devers,2.0,200,111,Boston Red Sox,778224
Carlos Narváez,2.0,800,111,Boston Red Sox,778224
Jarren Duran,3.0,100,111,Boston Red Sox,778224
Ceddanne Rafaela,4.0,900,111,Boston Red Sox,778224
Triston Casas,5.0,700,111,Boston Red Sox,778224
Donovan Solano,0.0,501,136,Seattle Mariners,778224
Randy Arozarena,0.0,400,136,Seattle Mariners,778224
J.P. Crawford,4.0,900,136,Seattle Mariners,778224
Rowdy Tellez,0.0,600,136,Seattle Mariners,778224
Cal Raleigh,1.0,300,136,Seattle Mariners,778224
Miles Mastrobuoni,0.0,800,136,Seattle Mariners,778224
Dylan Moore,1.0,700,136,Seattle Mariners,778224
Leo Rivas,0.0,801,136,Seattle Mariners,778224
Julio Rodríguez,1.0,100,136,Seattle Mariners,778224
Ben Williamson,2.0,601,136,Seattle Mariners,778224
Jorge Polanco,3.0,200,136,Seattle Mariners,778224
Luke Raley,0.0,500,136,Seattle Mariners,778224
Blake Sabol,0.0,800,111,Boston Red Sox,778207
Romy Gonzalez,2.0,700,111,Boston Red Sox,778207
Alex Bregman,3.0,300,111,Boston Red Sox,778207
Rob Refsnyder,0.0,801,111,Boston Red Sox,778207
Trevor Story,1.0,500,111,Boston Red Sox,778207
Wilyer Abreu,0.0,400,111,Boston Red Sox,778207
Rafael Devers,2.0,200,111,Boston Red Sox,778207
Jarren Duran,2.0,100,111,Boston Red Sox,778207
Ceddanne Rafaela,2.0,900,111,Boston Red Sox,778207
Triston Casas,5.0,600,111,Boston Red Sox,778207
Donovan Solano,0.0,600,136,Seattle Mariners,778207
Randy Arozarena,3.0,400,136,Seattle Mariners,778207
J.P. Crawford,7.0,900,136,Seattle Mariners,778207
Rowdy Tellez,2.0,601,136,Seattle Mariners,778207
Cal Raleigh,0.0,300,136,Seattle Mariners,778207
Dylan Moore,1.0,100,136,Seattle Mariners,778207
Mitch Garver,2.0,500,136,Seattle Mariners,778207
Leo Rivas,4.0,800,136,Seattle Mariners,778207
Julio Rodríguez,4.0,200,136,Seattle Mariners,778207
Ben Williamson,5.0,700,136,Seattle Mariners,778207
Romy Gonzalez,0.0,601,111,Boston Red Sox,778196
Alex Bregman,5.0,300,111,Boston Red Sox,778196
Trevor Story,0.0,500,111,Boston Red Sox,778196
Wilyer Abreu,0.0,400,111,Boston Red Sox,778196
Kristian Campbell,0.0,700,111,Boston Red Sox,778196
David Hamilton,0.0,800,111,Boston Red Sox,778196
Rafael Devers,0.0,200,111,Boston Red Sox,778196
Carlos Narváez,3.0,900,111,Boston Red Sox,778196
Jarren Duran,2.0,100,111,Boston Red Sox,778196
Triston Casas,0.0,600,111,Boston Red Sox,778196
Donovan Solano,0.0,600,136,Seattle Mariners,778196
Randy Arozarena,1.0,400,136,Seattle Mariners,778196
J.P. Crawford,2.0,900,136,Seattle Mariners,778196
Rowdy Tellez,0.0,602,136,Seattle Mariners,778196
Cal Raleigh,0.0,300,136,Seattle Mariners,778196
Miles Mastrobuoni,0.0,101,136,Seattle Mariners,778196
Dylan Moore,3.0,100,136,Seattle Mariners,778196
Mitch Garver,3.0,500,136,Seattle Mariners,778196
Leo Rivas,3.0,800,136,Seattle Mariners,778196
Julio Rodríguez,2.0,200,136,Seattle Mariners,778196
Ben Williamson,2.0,700,136,Seattle Mariners,778196
Jorge Polanco,1.0,601,136,Seattle Mariners,778196
J.P. Crawford,2.0,900,136,Seattle Mariners,778175
Rowdy Tellez,1.0,500,136,Seattle Mariners,778175
Cal Raleigh,1.0,300,136,Seattle Mariners,778175
Miles Mastrobuoni,0.0,700,136,Seattle Mariners,778175
Dylan Moore,3.0,600,136,Seattle Mariners,778175
Julio Rodríguez,0.0,100,136,Seattle Mariners,778175
Ben Williamson,2.0,800,136,Seattle Mariners,778175
Jorge Polanco,5.0,200,136,Seattle Mariners,778175
Luke Raley,1.0,400,136,Seattle Mariners,778175
Dane Myers,1.0,301,146,Miami Marlins,778175
Eric Wagaman,1.0,300,146,Miami Marlins,778175
Javier Sanoja,3.0,900,146,Miami Marlins,778175
Xavier Edwards,5.0,100,146,Miami Marlins,778175
Kyle Stowers,2.0,500,146,Miami Marlins,778175
Liam Hicks,3.0,800,146,Miami Marlins,778175
Jesús Sánchez,4.0,200,146,Miami Marlins,778175
Agustín Ramírez,5.0,400,146,Miami Marlins,778175
Connor Norby,1.0,600,146,Miami Marlins,778175
Otto Lopez,0.0,901,146,Miami Marlins,778175
Matt Mervis,1.0,700,146,Miami Marlins,778175
Donovan Solano,1.0,601,136,Seattle Mariners,778154
Randy Arozarena,2.0,400,136,Seattle Mariners,778154
J.P. Crawford,2.0,900,136,Seattle Mariners,778154
Rowdy Tellez,2.0,600,136,Seattle Mariners,778154
Cal Raleigh,3.0,300,136,Seattle Mariners,778154
Miles Mastrobuoni,5.0,800,136,Seattle Mariners,778154
Mitch Garver,4.0,301,136,Seattle Mariners,778154
Julio Rodríguez,3.0,100,136,Seattle Mariners,778154
Ben Williamson,7.0,700,136,Seattle Mariners,778154
Jorge Polanco,7.0,200,136,Seattle Mariners,778154
Luke Raley,7.0,500,136,Seattle Mariners,778154
Dane Myers,1.0,900,146,Miami Marlins,778154
Ronny Simon,0.0,201,146,Miami Marlins,778154
Eric Wagaman,0.0,500,146,Miami Marlins,778154
Xavier Edwards,0.0,100,146,Miami Marlins,778154
Graham Pauley,1.0,101,146,Miami Marlins,778154
Kyle Stowers,2.0,400,146,Miami Marlins,778154
Jesús Sánchez,0.0,200,146,Miami Marlins,778154
Agustín Ramírez,0.0,300,146,Miami Marlins,778154
Connor Norby,0.0,800,146,Miami Marlins,778154
Otto Lopez,0.0,600,146,Miami Marlins,778154
Matt Mervis,0.0,700,146,Miami Marlins,778154
Donovan Solano,1.0,700,136,Seattle Mariners,778136
Randy Arozarena,2.0,400,136,Seattle Mariners,778136
J.P. Crawford,6.0,600,136,Seattle Mariners,778136
Cal Raleigh,3.0,300,136,Seattle Mariners,778136
Miles Mastrobuoni,1.0,800,136,Seattle Mariners,778136
Leo Rivas,2.0,900,136,Seattle Mariners,778136
Julio Rodríguez,3.0,100,136,Seattle Mariners,778136
Jorge Polanco,5.0,200,136,Seattle Mariners,778136
Luke Raley,0.0,500,136,Seattle Mariners,778136
Eric Wagaman,2.0,400,146,Miami Marlins,778136
Xavier Edwards,0.0,100,146,Miami Marlins,778136
Kyle Stowers,2.0,500,146,Miami Marlins,778136
Liam Hicks,0.0,800,146,Miami Marlins,778136
Jesús Sánchez,0.0,200,146,Miami Marlins,778136
Agustín Ramírez,6.0,300,146,Miami Marlins,778136
Connor Norby,8.0,700,146,Miami Marlins,778136
Otto Lopez,2.0,900,146,Miami Marlins,778136
Matt Mervis,1.0,600,146,Miami Marlins,778136
Randy Arozarena,0.0,400,136,Seattle Mariners,778121
J.P. Crawford,1.0,600,136,Seattle Mariners,778121
Rowdy Tellez,0.0,500,136,Seattle Mariners,778121
Cal Raleigh,1.0,300,136,Seattle Mariners,778121
Miles Mastrobuoni,1.0,800,136,Seattle Mariners,778121
Leo Rivas,2.0,900,136,Seattle Mariners,778121
Julio Rodríguez,3.0,100,136,Seattle Mariners,778121
Ben Williamson,0.0,700,136,Seattle Mariners,778121
Jorge Polanco,9.0,200,136,Seattle Mariners,778121
Luis Rengifo,0.0,700,108,Los Angeles Angels,778121
Zach Neto,2.0,100,108,Los Angeles Angels,778121
Jorge Soler,2.0,500,108,Los Angeles Angels,778121
Taylor Ward,0.0,400,108,Los Angeles Angels,778121
Mike Trout,1.0,300,108,Los Angeles Angels,778121
Kyren Paris,1.0,900,108,Los Angeles Angels,778121
Jo Adell,0.0,800,108,Los Angeles Angels,778121
Nolan Schanuel,3.0,200,108,Los Angeles Angels,778121
Logan O'Hoppe,3.0,600,108,Los Angeles Angels,778121
Donovan Solano,2.0,600,136,Seattle Mariners,778104
Randy Arozarena,5.0,400,136,Seattle Mariners,778104
J.P. Crawford,5.0,100,136,Seattle Mariners,778104
Rowdy Tellez,0.0,602,136,Seattle Mariners,778104
Cal Raleigh,4.0,300,136,Seattle Mariners,778104
Samad Taylor,2.0,900,136,Seattle Mariners,778104
Mitch Garver,1.0,500,136,Seattle Mariners,778104
Leo Rivas,7.0,800,136,Seattle Mariners,778104
Julio Rodríguez,3.0,200,136,Seattle Mariners,778104
Ben Williamson,0.0,700,136,Seattle Mariners,778104
Jorge Polanco,0.0,601,136,Seattle Mariners,778104
Luis Rengifo,1.0,600,108,Los Angeles Angels,778104
Gustavo Campero,2.0,700,108,Los Angeles Angels,778104
Zach Neto,2.0,100,108,Los Angeles Angels,778104
Jorge Soler,3.0,400,108,Los Angeles Angels,778104
Mike Trout,1.0,300,108,Los Angeles Angels,778104
Kyren Paris,0.0,800,108,Los Angeles Angels,778104
Jo Adell,1.0,301,108,Los Angeles Angels,778104
Kevin Newman,1.0,900,108,Los Angeles Angels,778104
Nolan Schanuel,2.0,200,108,Los Angeles Angels,778104
Logan O'Hoppe,3.0,500,108,Los Angeles Angels,778104
Jonah Heim,1.0,600,140,Texas Rangers,778083
Wyatt Langford,1.0,200,140,Texas Rangers,778083
Tucker Barnhart,0.0,301,140,Texas Rangers,778083
Leody Taveras,0.0,900,140,Texas Rangers,778083
Joc Pederson,0.0,300,140,Texas Rangers,778083
Dustin Harris,0.0,401,140,Texas Rangers,778083
Marcus Semien,0.0,500,140,Texas Rangers,778083
Josh Jung,0.0,700,140,Texas Rangers,778083
Blaine Crim,0.0,800,140,Texas Rangers,778083
Jonathan Ornelas,0.0,501,140,Texas Rangers,778083
Josh Smith,3.0,100,140,Texas Rangers,778083
Adolis García,0.0,400,140,Texas Rangers,778083
Rhylan Thomas,4.0,900,136,Seattle Mariners,778083
Randy Arozarena,2.0,500,136,Seattle Mariners,778083
J.P. Crawford,4.0,100,136,Seattle Mariners,778083
Rowdy Tellez,6.0,600,136,Seattle Mariners,778083
Cal Raleigh,9.0,400,136,Seattle Mariners,778083
Samad Taylor,0.0,301,136,Seattle Mariners,778083
Miles Mastrobuoni,4.0,700,136,Seattle Mariners,778083
Mitch Garver,2.0,201,136,Seattle Mariners,778083
Leo Rivas,0.0,501,136,Seattle Mariners,778083
Julio Rodríguez,6.0,300,136,Seattle Mariners,778083
Ben Williamson,4.0,800,136,Seattle Mariners,778083
Jorge Polanco,2.0,200,136,Seattle Mariners,778083
Jonah Heim,3.0,600,140,Texas Rangers,778070
Wyatt Langford,1.0,200,140,Texas Rangers,778070
Joc Pederson,0.0,400,140,Texas Rangers,778070
Corey Seager,2.0,300,140,Texas Rangers,778070
Dustin Harris,0.0,900,140,Texas Rangers,778070
Marcus Semien,0.0,500,140,Texas Rangers,778070
Josh Jung,1.0,800,140,Texas Rangers,778070
Josh Smith,0.0,100,140,Texas Rangers,778070
Kevin Pillar,0.0,901,140,Texas Rangers,778070
Adolis García,0.0,700,140,Texas Rangers,778070
Donovan Solano,0.0,600,136,Seattle Mariners,778070
Randy Arozarena,2.0,400,136,Seattle Mariners,778070
J.P. Crawford,3.0,100,136,Seattle Mariners,778070
Rowdy Tellez,2.0,801,136,Seattle Mariners,778070
Cal Raleigh,2.0,300,136,Seattle Mariners,778070
Samad Taylor,0.0,900,136,Seattle Mariners,778070
Miles Mastrobuoni,0.0,901,136,Seattle Mariners,778070
Mitch Garver,1.0,500,136,Seattle Mariners,778070
Leo Rivas,2.0,800,136,Seattle Mariners,778070
Julio Rodríguez,0.0,200,136,Seattle Mariners,778070
Ben Williamson,0.0,700,136,Seattle Mariners,778070
Jorge Polanco,2.0,601,136,Seattle Mariners,778070
Jonah Heim,2.0,600,140,Texas Rangers,778052
Wyatt Langford,2.0,200,140,Texas Rangers,778052
Leody Taveras,0.0,301,140,Texas Rangers,778052
Joc Pederson,0.0,400,140,Texas Rangers,778052
Corey Seager,5.0,300,140,Texas Rangers,778052
Marcus Semien,3.0,500,140,Texas Rangers,778052
Josh Jung,3.0,800,140,Texas Rangers,778052
Blaine Crim,1.0,900,140,Texas Rangers,778052
Josh Smith,7.0,100,140,Texas Rangers,778052
Adolis García,4.0,700,140,Texas Rangers,778052
Rhylan Thomas,0.0,501,136,Seattle Mariners,778052
Randy Arozarena,1.0,500,136,Seattle Mariners,778052
J.P. Crawford,1.0,100,136,Seattle Mariners,778052
Rowdy Tellez,0.0,600,136,Seattle Mariners,778052
Cal Raleigh,0.0,400,136,Seattle Mariners,778052
Miles Mastrobuoni,0.0,700,136,Seattle Mariners,778052
Mitch Garver,0.0,201,136,Seattle Mariners,778052
Leo Rivas,2.0,900,136,Seattle Mariners,778052
Julio Rodríguez,1.0,300,136,Seattle Mariners,778052
Ben Williamson,0.0,800,136,Seattle Mariners,778052
Jorge Polanco,1.0,200,136,Seattle Mariners,778052
Lawrence Butler,2.0,100,133,Athletics,778038
Luis Urías,3.0,900,133,Athletics,778038
Brent Rooker,3.0,200,133,Athletics,778038
Max Schuemann,0.0,401,133,Athletics,778038
Seth Brown,1.0,402,133,Athletics,778038
Gio Urshela,0.0,403,133,Athletics,778038
Tyler Soderstrom,2.0,300,133,Athletics,778038
Miguel Andujar,1.0,400,133,Athletics,778038
Nick Kurtz,2.0,800,133,Athletics,778038
Shea Langeliers,4.0,500,133,Athletics,778038
JJ Bleday,3.0,600,133,Athletics,778038
Jacob Wilson,6.0,700,133,Athletics,778038
Rhylan Thomas,1.0,900,136,Seattle Mariners,778038
Donovan Solano,0.0,502,136,Seattle Mariners,778038
J.P. Crawford,3.0,100,136,Seattle Mariners,778038
Casey Legumina,0.0,902,136,Seattle Mariners,778038
Rowdy Tellez,4.0,500,136,Seattle Mariners,778038
Cal Raleigh,2.0,400,136,Seattle Mariners,778038
Samad Taylor,0.0,501,136,Seattle Mariners,778038
Miles Mastrobuoni,3.0,600,136,Seattle Mariners,778038
Mitch Garver,0.0,901,136,Seattle Mariners,778038
Leo Rivas,0.0,800,136,Seattle Mariners,778038
Julio Rodríguez,0.0,300,136,Seattle Mariners,778038
Ben Williamson,4.0,700,136,Seattle Mariners,778038
Jorge Polanco,3.0,200,136,Seattle Mariners,778038
Lawrence Butler,0.0,100,133,Athletics,778024
Luis Urías,0.0,900,133,Athletics,778024
Brent Rooker,6.0,200,133,Athletics,778024
Max Schuemann,0.0,401,133,Athletics,778024
Seth Brown,0.0,402,133,Athletics,778024
Tyler Soderstrom,3.0,300,133,Athletics,778024
Miguel Andujar,4.0,400,133,Athletics,778024
Nick Kurtz,1.0,800,133,Athletics,778024
Shea Langeliers,1.0,500,133,Athletics,778024
JJ Bleday,0.0,600,133,Athletics,778024
Jacob Wilson,1.0,700,133,Athletics,778024
Donovan Solano,1.0,700,136,Seattle Mariners,778024
Randy Arozarena,0.0,400,136,Seattle Mariners,778024
J.P. Crawford,1.0,100,136,Seattle Mariners,778024
Rowdy Tellez,0.0,701,136,Seattle Mariners,778024
Cal Raleigh,3.0,501,136,Seattle Mariners,778024
Miles Mastrobuoni,3.0,900,136,Seattle Mariners,778024
Dylan Moore,2.0,600,136,Seattle Mariners,778024
Mitch Garver,0.0,500,136,Seattle Mariners,778024
Leo Rivas,1.0,401,136,Seattle Mariners,778024
Julio Rodríguez,6.0,300,136,Seattle Mariners,778024
Ben Williamson,2.0,800,136,Seattle Mariners,778024
Jorge Polanco,1.0,200,136,Seattle Mariners,778024
Lawrence Butler,3.0,600,133,Athletics,778010
Luis Urías,1.0,700,133,Athletics,778010
Brent Rooker,0.0,300,133,Athletics,778010
Max Schuemann,0.0,701,133,Athletics,778010
Jhonny Pereda,0.0,900,133,Athletics,778010
Seth Brown,2.0,800,133,Athletics,778010
Tyler Soderstrom,2.0,200,133,Athletics,778010
Miguel Andujar,3.0,400,133,Athletics,778010
Shea Langeliers,0.0,901,133,Athletics,778010
JJ Bleday,3.0,500,133,Athletics,778010
Jacob Wilson,6.0,100,133,Athletics,778010
Randy Arozarena,2.0,500,136,Seattle Mariners,778010
J.P. Crawford,1.0,100,136,Seattle Mariners,778010
Leody Taveras,3.0,700,136,Seattle Mariners,778010
Rowdy Tellez,5.0,600,136,Seattle Mariners,778010
Cal Raleigh,2.0,400,136,Seattle Mariners,778010
Miles Mastrobuoni,1.0,501,136,Seattle Mariners,778010
Dylan Moore,4.0,800,136,Seattle Mariners,778010
Julio Rodríguez,2.0,300,136,Seattle Mariners,778010
Ben Williamson,2.0,900,136,Seattle Mariners,778010
Jorge Polanco,1.0,200,136,Seattle Mariners,778010
Donovan Solano,0.0,601,136,Seattle Mariners,777984
Randy Arozarena,3.0,500,136,Seattle Mariners,777984
J.P. Crawford,1.0,100,136,Seattle Mariners,777984
Leody Taveras,2.0,700,136,Seattle Mariners,777984
Rowdy Tellez,0.0,600,136,Seattle Mariners,777984
Cal Raleigh,2.0,400,136,Seattle Mariners,777984
Miles Mastrobuoni,0.0,602,136,Seattle Mariners,777984
Dylan Moore,0.0,800,136,Seattle Mariners,777984
Leo Rivas,0.0,501,136,Seattle Mariners,777984
Julio Rodríguez,3.0,300,136,Seattle Mariners,777984
Ben Williamson,2.0,900,136,Seattle Mariners,777984
Jorge Polanco,2.0,200,136,Seattle Mariners,777984
Bo Bichette,3.0,100,141,Toronto Blue Jays,777984
Jonatan Clase,0.0,900,141,Toronto Blue Jays,777984
Ernie Clement,3.0,600,141,Toronto Blue Jays,777984
Daulton Varsho,1.0,300,141,Toronto Blue Jays,777984
Nathan Lukes,4.0,700,141,Toronto Blue Jays,777984
Addison Barger,6.0,500,141,Toronto Blue Jays,777984
George Springer,1.0,400,141,Toronto Blue Jays,777984
Tyler Heineman,2.0,800,141,Toronto Blue Jays,777984
Vladimir Guerrero Jr.,2.0,200,141,Toronto Blue Jays,777984
Myles Straw,0.0,901,141,Toronto Blue Jays,777984
Randy Arozarena,2.0,500,136,Seattle Mariners,777970
J.P. Crawford,0.0,100,136,Seattle Mariners,777970
Leody Taveras,2.0,700,136,Seattle Mariners,777970
Rowdy Tellez,3.0,600,136,Seattle Mariners,777970
Cal Raleigh,1.0,400,136,Seattle Mariners,777970
Miles Mastrobuoni,1.0,800,136,Seattle Mariners,777970
Julio Rodríguez,2.0,300,136,Seattle Mariners,777970
Ben Williamson,1.0,900,136,Seattle Mariners,777970
Jorge Polanco,0.0,200,136,Seattle Mariners,777970
Bo Bichette,5.0,100,141,Toronto Blue Jays,777970
Ernie Clement,2.0,700,141,Toronto Blue Jays,777970
